,,,Time,RotSpeed,
,,,0.01756563,-0.000107302
WheelDiam,0.7,,-0.04385895,0.000267919
Circum,2.20,,0.3226389,-0.001970889
Fact,-0.006108652,,0.1997207,-0.001220024
,,,0.07701506,-0.000470458
,,,0.6264815,-0.003826958
,,,0.8078023,-0.004934583
,,,0.8667516,-0.005294684
,,,0.7422563,-0.004534186
,,,0.556981,-0.003402403
,,,0.6166368,-0.00376682
,,,0.6152052,-0.003758075
,,,0.308083,-0.001881972
,,,0.001789615,-1.09321E-05
,,,-0.1203039,0.000734895
,,,-0.05873666,0.000358802
,,,0.06367256,-0.000388954
,,,-0.05853799,0.000357588
,,,-0.05833336,0.000356338
,,,-0.1192026,0.000728167
,,,-0.3631581,0.002218407
,,,-0.4234527,0.002586725
,,,-0.8501906,0.005193519
,,,-0.6648363,0.004061254
,,,-0.4187013,0.002557701
,,,-0.2953116,0.001803956
,,,-0.3557202,0.002172971
,,,-0.4770506,0.002914136
,,,-0.2314062,0.00141358
,,,-0.2917067,0.001781935
,,,0.01429615,-8.73302E-05
,,,0.01426473,-8.71383E-05
,,,-0.2301602,0.001405969
,,,-0.4128407,0.0025219
,,,-0.289389,0.001767777
,,,-0.1664006,0.001016483
,,,0.01721786,-0.000105178
,,,-0.1051255,0.000642175
,,,-0.2271424,0.001387534
,,,-0.4710573,0.002877525
,,,-0.6535744,0.003992459
,,,-0.5911228,0.003610964
,,,-0.5895813,0.003601547
,,,-0.2828113,0.001727596
,,,0.0233035,-0.000142353
,,,-0.03780917,0.000230963
,,,-0.2821994,0.001723858
,,,-0.09827092,0.000600303
,,,-0.1590208,0.000971403
,,,-0.03664779,0.000223869
,,,-0.03647899,0.000222837
,,,-0.0362068,0.000221175
,,,-0.3412906,0.002084826
,,,-0.279418,0.001706867
,,,-0.2788701,0.001703521
,,,-0.1550869,0.000947372
,,,-0.154544,0.000944056
,,,-0.215594,0.001316989
,,,0.02906781,-0.000177565
,,,-0.09304664,0.00056839
,,,-0.09262108,0.00056579
,,,-0.03127689,0.00019106
,,,-0.03129429,0.000191166
